Entity Name;Trade Name;License Number;Facility Type;Address;Address Zip Code;Location;Telephone Number;Number of Spaces
SYLVAN ELM GARAGE, LLC;;1281328;Parking Garage;"94 30 59 AVENUE
ELMHURST, NY 11373";11373;40.7387104026,-73.8783511552;7185759440;40
EMERALD CAR PARK, LLC;;1096606;Parking Garage;"510 80 STREET
NEW YORK, NY 10021";10021;40.6256725104,-74.0240307847;2122216111;31
TROY PARKING CORP;;1186129;Parking Lot;"217 219 WEST 28 STREET
NEW YORK, NY 10001";10001;40.7502590214,-73.9968863038;7187215243;25
TRIPLE P PARKING LOT LTD;;889631;Parking Lot;"2232 NOSTRAND AVENUE
BROOKLYN, NY 11210";11210;40.6305547832,-73.9474972777;7188595778;200
QUIK PAK EAST 39TH STREET LOT LLC;;1338641;Parking Lot;"331 345 EAST 39 STREET
NEW YORK, NY 10016";10016;40.74524297,-73.9782329859;2128322066;150
52 WEST 36TH STREET PARKING, LLC;;429528;Parking Garage;"59 61 WEST 36 STREET
NEW YORK, NY 10018";10018;40.7568407746,-73.9966914998;2126869800;150
SAVANNAH GARAGE, LLC;;1181333;Parking Garage;"250 89TH STREET
NEW YORK, NY 10024";10024;40.7904079225,-73.9755026534;2128887400;52
PROBE PARKING LLC;;367230;Parking Garage;"300 302 EAST 46 STREET
NEW YORK, NY 10017";10017;40.7524565274,-73.9729764809;2126869800;36
CENTURY PARKING CORP;;1275883;Parking Garage;"2600 NETHERLAND AVENUE
BRONXS, NY 10463";10463;40.8788407394,-73.9167594774;2127367171;706
HOME HOSPITAL PARKING, LLC;;1308597;Parking Garage;"2621 AQUEDUCT AVENUE
BRONX, NY 10468";10468;40.8670425247,-73.9009243929;2126279822;100
ADAMS TOWER PARTNER, L.L.C.;;1308591;Parking Lot;"351 84 STREET
NEW YORK, NY 10028";10028;40.7760692489,-73.9514730508;2126281994;92
841 GARAGE ASSOCIATES LIMITED PARTERSHIP;;363740;Parking Garage;"841 845 UNION STREET
BROOKLYN, NY 11215";11215;40.6655572514,-73.9796815356;7186388888;165
QUIK PARK SWIFT LLC;;1192930;Parking Garage;"140 56 STREET
NEW YORK, NY 10022";10022;40.760142083,-73.969451682;2128322066;50
M.A.R. PARKING LOT CORP;;1144266;Parking Lot;"761 168 STREET
BRONX, NY 10456";10456;40.829342923,-73.9010536534;7188611644;100
23RD STREET PARKING INC;;949204;Parking Lot;"42 02 23 STREET
LONG ISLAND CTY, NY 11101";11101;40.7457024498,-73.9386690293;7182485422;100
DECATUR FAST PARK, INC.;;1323643;Parking Lot;"59 60 DECATUR STREET
RIDGEWOOD, NY 11385";11385;40.7012248916,-73.8833485844;9174008562;98
THIRD AVENUE NORTH, LLC;;1325492;Parking Garage;"181 119 STREET
NEW YORK, NY 10035";10035;40.8001504317,-73.9391457636;2123697032;27
WEST END TOWERS GARAGE CORP;;948832;Parking Garage;"55 END AVENUE
NEW YORK, NY 10023";10023;40.5635498416,-74.1787086636;2129562280;375
EDISON NY PARKING LLC;;926767;Parking Lot;"203 JAY STREET
BROOKLYN, NY 11201";11201;40.6981343699,-73.9869480666;2124636000;150
COMMUNITY PARKING INC;;1143627;Parking Lot;"711 735 GARDEN STREET
BRONX, NY 10457";10457;40.8457983713,-73.8983241868;3475388602;145
AIR PARK OF JFK INC.;;907146;Parking Garage;"153 44 SOUTH CONDUIT AVENUE
JAMAICA, NY 11434";11434;40.6769452621,-73.7753069017;7182767000;150
CLINTON HILL GARAGE CORP;;979174;Garage - Parking Lot Combo;"240 VANDERBILT AVENUE
BKLYN, NY 11205";11205;40.6901820168,-73.969286544;3476023636;33
AMVERSEV ASSOCIATION, INC.;;1099266;Parking Garage;"18 15 215 STREET
BAYSIDE, NY 11360";11360;40.7807013344,-73.7822673369;7182249625;244
PEACH PARKING CORP;;1272748;Parking Garage;"346 354 WEST 40 STREET
NEW YORK, NY 10018";10018;40.7568407746,-73.9966914998;9736228888;250
VANDAM PARKING INC;;955802;Parking Lot;"47 11 VAN DAM STREET
LONG ISLAND CTY, NY 11101";11101;40.7457024498,-73.9386690293;7184330623;47
BRYANT CAR PARK, LLC;GGMC;1001165;Parking Lot;"14 20 WEST 40 STREET
NEW YORK, NY 10018";10018;40.7568407746,-73.9966914998;2129966363;76
RIVERBAY CORP;;692572;Parking Garage;"99 BELLAMY LOOP
BRONX, NY 10475";10475;40.8729520586,-73.8264908654;7183203326;1361
CENTRAL PARKING SYSTEM OF NEW YORK, INC;;1206736;Parking Lot;"30 20 THOMSON AVENUE
LONG ISLND CITY, NY 11101";11101;40.7457024498,-73.9386690293;2125025490;212
CENTRAL PARKING SYSTEM OF NEW YORK, INC;;1226136;Parking Garage;"1470 MADISON AVENUE
NEW YORK, NY 10029";10029;40.7904581093,-73.9518589084;2125025490;145
QUIK PARK 808 GARAGE LLC;;1345532;Parking Garage;"808 COLUMBUS AVENUE
NEW YORK, NY 10025";10025;40.7951923157,-73.9658259484;2128322066;324
BRAIRWOOD CAR PARK INC;;1091563;Parking Garage;"85 15 MAIN STREET
QUEENS, NY 11435";11435;40.7011926491,-73.8097966558;2122216111;134
SUPREME CAR PARK, LLC;;1310452;Parking Garage;"1065 PARK AVENUE
NEW YORK, NY 10128";10128;40.7809470547,-73.9564640061;2122216111;30
L PARK 30 LLC;;1249180;Parking Lot;"405 38 STREET
NEW YORK, NY 10018";10018;40.7565029906,-73.9958165462;9172158632;30
FLASH 31 MANAGEMENT LLC;;1262200;Garage - Parking Lot Combo;"124 126 WEST 31 STREET
NEW YORK, NY 10001";10001;40.7502590214,-73.9968863038;7187880066;34
100 WILLIAM GARAGE CORP;;1197266;Parking Garage;"72 JOHN STREET
NEW YORK, NY 10038";10038;40.7087751078,-74.007389191;2127367171;43
PARKING J, INC.;;1316193;Parking Lot;"2102 JEROME AVENUE
BRONX, NY 10453";10453;40.8548703687,-73.9063756832;3472977922;47
CROTONA PARKWAY GARAGE INC.;;1097891;Parking Garage;"1976 CROTONA PARKWAY
BRONX, NY 10460";10460;40.8429975292,-73.8851843194;7186206177;101
IMPERIAL PARKING (U.S.) INC;;1257429;Parking Garage;"325 AVENUE
NEW YORK, NY 10009";10009;40.726649359,-73.979111485;2129378660;210
259-267 PARKING CORP;;1267621;Parking Lot;"274 276 ATLANTIC AVENUE
BROOKLYN, NY 11201";11201;40.6946782588,-73.9899208684;7188585055;50
BRICIN PARKING CORP;;368185;Parking Garage;"155 55 STREET
NEW YORK, NY 10022";10022;40.7594356287,-73.9695409336;2127565451;42
88TH GARAGE CORP;;962108;Parking Garage;"100 89 STREET
NEW YORK, NY 10024";10024;40.7884118171,-73.970817453;2127367171;204
MARKET 15 PARKING LLC;;1232453;Parking Garage;"552 566 AVENUE
NEW YORK, NY 10011";10011;40.7447152667,-74.0046000003;2126869800;42
SUPREME PARKING CORP;;1313520;Parking Lot;"88 02 SUTPHIN BOULEVARD
JAMAICA, NY 11435";11435;40.7011926491,-73.8097966558;7182063312;52
PARKING SPACES OF THIRD AVE INC;;1345872;Parking Lot;"514 178 STREET
BRONX, NY 10457";10457;40.8478760936,-73.8960863894;7189334893;90
MAPLE AVENUE MARINA, LLC;;1337563;Parking Lot;"1904 SURF AVENUE
BROOKLYN, NY 11224";11224;40.575063444,-73.9856011159;6316656001;808
DRAYNIB CORP;;469978;Parking Lot;"25 174 STREET
BRONX, NY 10453";10453;40.8449974898,-73.9128631071;7187169482;20
FLATIRON 20 PARKING LLC;;1233434;Parking Garage;"2125 20 STREET
NEW YORK, NY 10010";10010;40.7391407821,-73.9828984564;2126869800;292
RIVERDALE SERVICE STATION INC.;;1167112;Parking Lot;"6161 BROADWAY
BRONX, NY 10471";10471;40.892527676,-73.8968666404;9144696400;25
IMPERIAL PARKING (U.S.), INC;;1222445;Parking Garage;"400 90 STREET
NEW YORK, NY 10128";10128;40.7793670314,-73.9474467425;2129378660;31
MP 53 LLC;;1280323;Parking Garage;"250 53 STREET
NEW YORK, NY 10022";10022;40.7571900819,-73.968263522;2124903460;28
CENTRAL PARKING SYSTEM OF NEW YORK INC;;908174;Parking Garage;"1250 BROADWAY
NEW YORK, NY 10001";10001;40.7481997971,-73.9881559971;2126296602;150
CENTRAL PARKING SYSTEM OF NEW YORK INC;MEYERS PARKING SYSTEM;929603;Parking Garage;"47 CHURCH STREET
NEW YORK, NY 10007";10007;40.7113318655,-74.0106096654;2125649199;65
24TH STREET MMP GARAGE, LLC.;;1257397;Parking Garage;"148 24 STREET
NEW YORK, NY 10010";10010;40.7399469634,-73.98373145;2129299404;70
GALLANT PARKING LLC;;769326;Parking Garage;"182 184 EAST 95 STREET
NEW YORK, NY 10128";10128;40.7817700006,-73.9506281491;2126869800;112
BASIC PARKING CORP;;920557;Parking Garage;"225 46 STREET
NEW YORK, NY 10017";10017;40.7528252549,-73.9714107382;2122543955;26
CENTRAL PARKING SYSTEM OF NEW YORK INC;;1135959;Parking Garage;"525 35 EAST 71 STREET
NEW YORK, NY 10021";10021;40.7692053277,-73.9591839411;2126296602;248
FORDHAM NEIGHBORS PARKING, LLC;;1351661;Parking Lot;"4452 BROADWAY
NEW YORK, NY 10040";10040;40.856562051,-73.9327219045;9172920462;50
N N I ENTERPRISES LTD;;1148777;Parking Lot;"2125 JEROME AVENUE
BRONX, NY 10453";10453;40.8553162133,-73.9060556781;7185904777;75
S P I OPERATING CORP;;909273;Parking Lot;"132 142 WEST 27 STREET
MANHATTAN, NY 10001";10001;40.7502590214,-73.9968863038;7187215243;85
259-267 PARKING CORP.;;1267635;Parking Garage;"259 267 PACIFIC STREET
BROOKLYN, NY 11201";11201;40.6946782588,-73.9899208684;7188585055;75
PELHAM PARKWAY SERVICES INC.;;1315732;Parking Lot;"600 PELHAM PARKWAY
BRONX, NY 10462";10462;40.8565868608,-73.8690793023;7189315452;25
JAY B REALTY CORP;;469511;Parking Lot;"356 52 STREET
NEW YORK, NY 10019";10019;40.7641932972,-73.9868223941;2122658189;41
395 PARKING CORP;;469630;Parking Lot;"395 BROOME STREET
NEW YORK, NY 10013";10013;40.7206708444,-73.9973573647;2126438631;85
EASTWAY TENANT CORP;;427301;Parking Garage;"225 231 WEST 49 STREET
NEW YORK, NY 10019";10019;40.7676116472,-73.9918055002;2128887400;175
MANHATTAN PARKING E 35 ST CORP;;1339065;Parking Garage;"246 35 STREET
NEW YORK, NY 10016";10016;40.7456809329,-73.9760383933;2124903460;25
LUX PARK LLC;;1358925;Parking Lot;"348 EASTERN PKWY
BROOKLYN, NY 11225";11225;40.670288079,-73.9574371305;7185225111;20
CENTRAL PARKING SYSTEM OF NEW YORK, INC;;1333376;Parking Garage;"58 17 JUNCTION BOULEVARD
ELMHURST, NY 11373";11373;40.7387104026,-73.8783511552;2125025490;870
QUIK PARK EAST 67TH STREET, LLC;;1329614;Parking Garage;"400 67 STREET
NEW YORK, NY 10065";10065;40.7645628726,-73.9582671626;2128322066;142
ESP GROUP OF NEW YORK, INC.;;1201419;Garage - Parking Lot Combo;"324 CLARKSON AVENUE
BROOKLYN, NY 11226";11226;40.6554528114,-73.9490965982;7184697672;50
280 BROADWAY CAR PARK LLC;GGMC;1118320;Parking Garage;"280 BROADWAY
NEW YORK, NY 10007";10007;40.714457052,-74.0060633015;2129966363;149
910 FIFTH GARAGE CORP.;;1216679;Parking Garage;"910 5TH AVENUE
NEW YORK, NY 10021";10021;40.7726553056,-73.9668961416;2127367171;56
INNOVATIVE PARKING LLC;;888338;Parking Garage;"301 40 STREET
NEW YORK, NY 10016";10016;40.7485572987,-73.9731117537;2126869800;108
QUIK PARK 89 ST, LLC;;1228861;Garage - Parking Lot Combo;"207 88 STREET
NEW YORK, NY 10024";10024;40.7890931047,-73.97424727;2128322066;36
ELI'S LEASING INC;;928927;Parking Garage;"422 91 STREET
NEW YORK, NY 10128";10128;40.7795980717,-73.9459509315;2125349395;135
REGAL PARKING CORP;;1146395;Parking Garage;"98 10 64 AVENUE
REGO PARK, NY 11374";11374;40.726464917,-73.8614808476;2127367171;180
NASSAU ST. GARAGE CORP.;;1335085;Parking Garage;"150 NASSAU STREET
NEW YORK, NY 10038";10038;40.7113002189,-74.0063234185;2122435900;25
CENTRAL PARKING SYSTEM OF NEW YORK INC;;1302964;Parking Garage;"156 08 RIVERSIDE DRIVE
NEW YORK, NY 10032";10032;40.8369303491,-73.949178522;2125025490;67
ZEPHYR PARKING LLC;;369933;Parking Garage;"132 35 STREET
NEW YORK, NY 10016";10016;40.7471595261,-73.97948665;2126869800;85
BRONX CAR PARK SYSTEMS, INC;;976776;Parking Garage;"2425 SEDGWICK AVENUE
BRONX, NY 10468";10468;40.8644739396,-73.9089629728;2122216111;495
GREEN, CHARLES E.;NEIGHBORHOOD PARKING FACILITY;1250917;Parking Lot;"2043 WEBSTER AVENUE
BRONX, NY 10457";10457;40.8510757933,-73.8989486823;6467527366;20
IMPARK 85 LLC;;1213801;Parking Garage;"81 89 EAST END AVENUE
NEW YORK, NY 10028";10028;40.7763449788,-73.9529666796;2129378660;91
CAR PARK 29 LLC;;1220864;Parking Lot;"724 6 AVENUE
NEW YORK, NY 10010";10010;40.7432164152,-73.992526496;2126270667;150
BROOME STREET PARKING LOT LLC;;1234764;Parking Lot;"118 CLINTON STREET
NEW YORK, NY 10002";10002;40.7172038532,-73.98600366;5167646247;48
ACQ-HAMM 7W21 PARKING LLC;;1280868;Parking Lot;"10 22 STREET
NEW YORK, NY 10010";10010;40.7405480222,-73.9893500102;2122436540;180
CHELSEA SEVENTH GARAGE CORP;;1072122;Parking Garage;"252 7 AVENUE
NEW YORK, NY 10001";10001;40.7450331856,-73.9950129348;2127367171;175
HERKERMER PARKING INC.;;1189221;Parking Lot;"2488 FULTON STREET
BROOKLYN, NY 11207";11207;40.6775691107,-73.9023248902;7182358720;100
315 EAST 21ST STREET CO. LLC;;1307939;Parking Garage;"315 21 STREET
NEW YORK, NY 10010";10010;40.7363275459,-73.9811189504;7188969600;18
WESTBURY REALTY LLC;;1268010;Parking Garage;"2020 2030 BOSTON ROAD
BRONX, NY 10460";10460;40.843090348,-73.8786028251;7185373101;375
SAM PARKING, L.L.C.;;926039;Parking Garage;"360 BROADWAY
NEW YORK, NY 10013";10013;40.7172750551,-74.0036604262;2129666774;180
KINNEY PARKING SYSTEM INC;CENTRAL PARKING SYSTEM;1198509;Parking Garage;"12 13TH STREET
NEW YORK, NY 10011";10011;40.7354630733,-73.9945485348;2125025490;55
WESTMINSTER CAR PARK, LLC;;1247801;Parking Garage;"165 66 STREET
NEW YORK, NY 10021";10021;40.7744051455,-73.9833447024;2129966363;120
ETERNITY REALTY, INC;;997852;Parking Lot;"2195 MORRIS AVENUE
BRONX, NY 10453";10453;40.8561433149,-73.9032069663;7189333006;25
HUDSON VIEW GARAGE LLC;;769937;Parking Garage;"747 10 AVENUE
NEW YORK, NY 10019";10019;40.7653399738,-73.9913486493;2126869800;107
KRM GARAGE CORP;;1088937;Parking Garage;"1900 JEROME AVENUE
BRONX, NY 10453";10453;40.8502229678,-73.9105205611;7189019859;40
85 JOHN STREET GARAGE LLC;;1192299;Parking Garage;"85 JOHN STREET
NEW YORK, NY 10038";10038;40.7085049265,-74.006874348;2123859182;32
REX PARKING CORP;;469964;Parking Lot;"10 153 STREET
BRONX, NY 10451";10451;40.8264152427,-73.9297030622;2127571353;42
NOBLE PARKING LLC;;369346;Parking Garage;"310 40 STREET
NEW YORK, NY 10016";10016;40.7483362426,-73.9727415171;2126869800;235
MUTUAL PARKING DEKALB LLC;;1094902;Parking Lot;"1601 DEKALB AVENUE
BROOKLYN, NY 11237";11237;40.7037551742,-73.9198015801;7186283700;100
SUPERB PARKING LLC.;;808709;Parking Garage;"400 35 STREET
NEW YORK, NY 10016";10016;40.7444232953,-73.973031072;2126869800;80
MP BTM LLC;;1310684;Parking Garage;"651 RIVER AVENUE
BRONX, NY 10451";10451;40.822505452,-73.9289310427;2124903460;2332
165 EAST PARKING CORP;;1130687;Parking Garage;"165 72 STREET
NEW YORK, NY 10021";10021;40.7700868272,-73.9613320388;2127367171;35
345 EAST GARAGE CORP;;1074776;Parking Garage;"345 80 STREET
NEW YORK, NY 10075";10075;40.7731859056,-73.9525699417;2127367171;220
LARDON WEST 66TH, LLC;;1187204;Parking Lot;"141 DYCKMAN STREET
NEW YORK, NY 10040";10040;40.8629153334,-73.9255546998;2124903460;63
THE NEW YORK BOTANICAL GARDEN;;1281676;Parking Lot;"0 200 STREET
BRONX, NY 10458";10458;40.8672549899,-73.8836189217;7188178730;100
GREEN TERMINAL LLC;;1326562;Parking Lot;"3010 RIVERDALE AVENUE
BRONX, NY 10463";10463;40.8814158261,-73.9092576166;7187085262;60
ASTOR PARKING, LLC;;694550;Parking Garage;"1511 15
NEW YORK, NY 10036";10036;40.7593468272,-73.9898605544;2126869800;225
ENTERPRISE 38 LLC;;1346593;Parking Garage;"505 37 STREET
NEW YORK, NY 10018";10018;40.7566149092,-73.9979753582;2125648123;289
BLEECKER PARKING CORP;;972262;Parking Garage;"350 BLEECKER STREET
NEW YORK, NY 10014";10014;40.7343351939,-74.0046496804;2122748303;150
HILLTOP PARKING CORP;;1062413;Parking Garage;"305 182 STREET
BRONX, NY 10457";10457;40.8553471636,-73.8986223002;7183649580;240
CODY CAR PARK, INC.;;1254733;Parking Garage;"555 559 11 STREET
BROOKLYN, NY 11215";11215;40.6655572514,-73.9796815356;2122216111;94
SARKISSIAN, SANDRA L;;1009641;Parking Lot;"3130 WEBSTER AVENUE
BRONX, NY 10467";10467;40.8716383119,-73.8761657242;7186557125;6
G S JEROME SERVICES INC.;;1325517;Parking Lot;"2895 JEROME AVENUE
BRONX, NY 10468";10468;40.8709487756,-73.8940358789;7187334704;25
SIRULNICK, SANFORD &SIRULNICK, JOSEPH;EMINOLE REALTY CO;832169;Parking Lot;"69 81 108 STREET
FOREST HILLS, NY 11375";11375;40.720707263,-73.8462842961;5163747000;13
WINDHAM PARKING CORP;;1345757;Parking Lot;"151 MAIDEN LANE
NEW YORK, NY 10038";10038;40.7058005569,-74.0054760373;2122475900;18
QUICK PARK HUDSON 180 LLC;;1338623;Parking Garage;"180 RIVERSIDE BOULEVARD
NEW YORK, NY 10018";10018;40.7782087221,-73.9885454349;2128322066;210
RAPID RIVERSIDE CORP;RAPID RIVERSIDE;921454;Parking Garage;"70 RIVERSIDE DRIVE
NEW YORK, NY 10024";10024;40.7852638005,-73.9823554873;2128661000;80
NATIONS 47 PARKING LLC;;1291835;Parking Garage;"885 2 AVENUE
NEW YORK, NY 10017";10017;40.7531010462,-73.9698548056;2126869800;227
ACTIVE PARKING LLC;;850402;Parking Garage;"2361 2379
NEW YORK, NY 10024";10024;40.7836255682,-73.9665390006;2126869800;124
MULZAC, JOHN I;HALSEY PARKING LOT;962316;Parking Lot;"625 HALSEY STREET
BROOKLYN, NY 11233";11233;40.6844231404,-73.9273422996;7184434433;30
RL MERCER STREET LLC;;1310031;Parking Garage;"40 MERCER STREET
NEW YORK, NY 10013";10013;40.7214652163,-74.0012416842;212832066;100
29 PARK, LLC;;1025799;Parking Lot;"221 29 STREET
NEW YORK, NY 10001";10001;40.7481463211,-73.993536423;2127143571;12
ENTERPRISE 38 LLC;;1309011;Parking Garage;"453 37 STREET
NEW YORK, NY 10018";10018;40.7562786515,-73.9972662465;2126270012;163
WEST 31ST GARAGE CORP;;1099887;Parking Lot;"148 31 STREET
NEW YORK, NY 10001";10001;40.7487513261,-73.9911778364;2127367171;18
ROCKMILL GARAGE CORP;;892164;Parking Garage;"340 94 STREET
NEW YORK, NY 10128";10128;40.7825156297,-73.9470907715;2128661000;124
59 ALLEN STREET GARAGE CORP;;1192853;Parking Garage;"59 ALLEN STREET
NEW YORK, NY 10002";10002;40.7170232449,-73.9916364906;2127367171;200
MONTALVO, ERIC;EDB PARKING;1357039;Parking Lot;"1315 TAYLOR AVENUE
BRONX, NY 10472";10472;40.8326769382,-73.8655920137;6465484459;100
RAMP PARKING CORP;;904481;Parking Garage;"44 ELIZABETH STREET
NEW YORK, NY 10013";10013;40.7170772042,-73.9966367211;2128661000;150
CENTRAL PARKING SYSTEM OF NEW YORK INC;;962865;Parking Garage;"25 43 WEST 48 STREET
NEW YORK, NY 10020";10020;40.7594985131,-73.9800743972;2126296602;652
514 WEST CORP;;920084;Parking Lot;"510 23 STREET
NEW YORK, NY 10011";10011;40.7479368216,-74.0048454371;2126432062;81
EMPIRE 33 PARKING LLC;;1310482;Parking Garage;"38 46 WEST 33 STREET
NEW YORK, NY 10001";10001;40.7502590214,-73.9968863038;2126869800;224
FIRST FLEET PARKING LLC;;1213004;Parking Lot;"38 15 QUEENS BOULEVARD
LONG ISLND CITY, NY 11101";11101;40.7457024498,-73.9386690293;7183924600;40
WEST 37TH STREET PARKING LLC;;1263691;Parking Lot;"326 37 STREET
NEW YORK, NY 10018";10018;40.7545974491,-73.9933374712;2125358670;30
CENTRAL PARKING SYSTEMS OF NEW YORK, INC.;;1204144;Parking Lot;"47 08 30 STREET
LONG ISLND CITY, NY 11101";11101;40.7457024498,-73.9386690293;2125025490;100
SYLVAN MIDWAY GARAGE, LLC;;998154;Parking Garage;"108 02-18 QUEENS BLVD
FOREST HILLS, NY 11375";11375;40.720707263,-73.8462842961;2129446666;130
IMPARK HSW LLC;;1126900;Parking Garage;"577 1 AVE
NEW YORK, NY 10016";10016;40.7434584788,-73.9738240879;2129378660;45
WELCOME PARKING CORP;;1307844;Parking Garage;"240 82 STREET
NEW YORK, NY 10028";10028;40.7758147048,-73.9549525983;2126616702;42
MP WOOD HULL, LLC.;;1245513;Parking Garage;"752 772
BROOKLYN, NY 11206";11206;40.7019120168,-73.9423791985;2124903460;617
44 STATE STREET CORP;;363961;Parking Garage;"38 STATE STREET
BROOKLYN, NY 11201";11201;40.692063309,-73.9983623393;2128661000;90
STERLING CAR PARK, INC;;997485;Parking Lot;"430 ALBEE SQUARE
BROOKLYN, NY 11201";11201;40.690778046,-73.9835079194;2122216111;51
SOPHIE PARKING INC;;1321612;Parking Lot;"1042 LOWELL STREET
BRONX, NY 10459";10459;40.8259451111,-73.8872302787;3475776076;39
STANDARD PARKING CORPORATION;;1290043;Parking Garage;"90 15 PARSONS BOULEVARD
JAMAICA, NY 11432";11432;40.7131153545,-73.7928209998;212163480;499
PARKING COMPANY OF AMERICA AIRPORTS, LLC;AVISTAR AIRPORT PARKING;1203107;Parking Lot;"130 24 SOUTH CONDUIT AVENUE
JAMAICA, NY 11420";11420;40.6733452427,-73.8177071716;7183222220;225
VENECA PARKING CORP;;1249121;Parking Lot;"1892 JEROME AVENUE
BRONX, NY 10453";10453;40.8499928432,-73.9106875911;7182940072;49
BEST GARAGE CORP;;980798;Parking Garage;"105 25 GERARD PLACE
FOREST HILL, NY 11375";11375;40.720707263,-73.8462842961;2127367171;89
METROPOLITAN STORAGE CORP;;1130472;Parking Garage;"1901 1 AVENUE
NEW YORK, NY 10029";10029;40.7845570241,-73.9437956536;2129999999;95
IMPARK 125, LLC;IMPARK;1102349;Parking Lot;"215 125 STREET
NEW YORK, NY 10027";10027;40.8093386512,-73.9491974841;2129378660;60
VALDES, LUIS;;693530;Parking Lot;"584 ACADEMY STREET
NEW YORK, NY 10034";10034;40.8638964973,-73.9234950233;2125670706;50
J & P PARKING CORP;;1348470;Parking Lot;"1150 WEBSTER AVENUE
BRONX, NY 10456";10456;40.8290866377,-73.9113361298;6464047585;149
VALET PARKING CORP;;834487;Parking Garage;"10 15 STREET
NEW YORK, NY 10011";10011;40.7367897079,-73.9934365551;2122493344;117
RICHMAN PLAZA GARAGE CORP.;;1193976;Parking Garage;"55 RICHMAN PLAZA
BRONX, NY 10453";10453;40.8521351964,-73.9223065645;5168526719;800
AMBRO OPERATING CORP;;886174;Parking Garage;"70 20 108 STREET
FOREST HILLS, NY 11375";11375;40.720707263,-73.8462842961;2127511080;127
GUIDO, FRANK G;;929732;Parking Garage;"125 CARROLL STREET
BROOKLYN, NY 11231";11231;40.682333041,-74.0009832863;7188522325;23
250 WEST PARKING CORP.;;1132131;Parking Garage;"250 19 STREET
NEW YORK, NY 10011";10011;40.7422232485,-73.9988938812;2127367171;61
STANDARD PARKING CORP;;1344915;Parking Garage;"455 CENTRAL PARK
NEW YORK, NY 10025";10025;40.7976474648,-73.9603310908;2126667246;66
PHF ENTERPRISES, INC.;;1312507;Parking Garage;"1981 SEDGWICK AVENUE
BRONX, NY 10453";10453;40.8572573708,-73.9160788889;7185831368;88
ALEXA QP LLC;;1340644;Parking Garage;"224 MULBERRY STREET
NEW YORK, NY 10012";10012;40.7223832042,-73.9960881347;2128322066;150
